ActivityID,StationID,Date_Tt,TP_mgL,PO4_mgL,NOx_mgL,TKN_mgL,NO3_mgL,NO2_mgL,TN_mgL,Bug_StationID,Type,Avg_NH_IBI_Score,Latitude,Longitude
WQAL-55441,LMP27,12/13/2005,,,,,0.123,,,,,,43.041778,-71.202193
WQAL-106691,LMP27,3/13/2012,,,,,0.052,,,,,,43.041778,-71.202193
WQAL-66263,LMP27,2/13/2007,,,,,0.232,,,,,,43.041778,-71.202193
WQAL-87125,LMP27,4/14/2009,,,,,0.12,,,,,,43.041778,-71.202193
WQAL-63587,LMP27,10/10/2006,,,,,0.061,,,,,,43.041778,-71.202193
WQAL-43482,LMP27,6/22/2004,,,,,0.178,,,,,,43.041778,-71.202193
WQAL-67978,LMP27,5/8/2007,,,,,0.062,,,,,,43.041778,-71.202193
WQAL-102189,LMP27,9/13/2011,,,,,0.037,,,,,,43.041778,-71.202193
WQAL-79861,LMP27,8/12/2008,,,,,0.046,,,,,,43.041778,-71.202193
WQAL-72377,LMP27,8/27/2007,,,,,0.031,,,,,,43.041778,-71.202193
WQAL-47278,LMP27,11/9/2004,,0.004,,,0.057,,,,,,43.041778,-71.202193
WQAL-47112,LMP27,10/26/2004,,0.003,,,0.093,,,,,,43.041778,-71.202193
WQAL-98126,LMP27,2/8/2011,,,,,0.136,,,,,,43.041778,-71.202193
WQAL-41962,LMP27,3/9/2004,,,,,0.149,,,,,,43.041778,-71.202193
WQAL-26562,LMP27,5/6/2000,,,,,0.03,,,,,,43.041778,-71.202193
WQAL-44669,LMP27,8/10/2004,,,,,0.119,,,,,,43.041778,-71.202193
WQAL-65258,LMP27,12/12/2006,,,,,0.112,,,,,,43.041778,-71.202193
WQAL-47217,LMP27,11/2/2004,,,,,0.122,,,,,,43.041778,-71.202193
WQAL-107668,LMP27,4/10/2012,,,,,0.074,,,,,,43.041778,-71.202193
WQAL-83729,LMP27,8/14/2007,,,,,0.063,,,,,,43.041778,-71.202193
WQAL-101419,LMP27,8/9/2011,,,,,0.042,,,,,,43.041778,-71.202193
WQAL-94280,LMP27,6/8/2010,,,,,0.172,,,,,,43.041778,-71.202193
WQAL-110868,LMP27,7/10/2012,,,,,0.082,,,,,,43.041778,-71.202193
WQAL-93200,LMP27,3/9/2010,,,,,0.109,,,,,,43.041778,-71.202193
WQAL-46792,LMP27,10/5/2004,,,,,0.118,,,,,,43.041778,-71.202193
WQAL-75544,LMP27,2/12/2008,,,,,0.142,,,,,,43.041778,-71.202193
WQAL-94869,LMP27,7/13/2010,,,,,0.045,,,,,,43.041778,-71.202193
WQAL-45654,LMP27,9/14/2004,,0.003,,,0.095,,,,,,43.041778,-71.202193
WQAL-42293,LMP27,3/30/2004,,,,,0.125,,,,,,43.041778,-71.202193
WQAL-72418,LMP27,9/4/2007,,,,,0.089,,,,,,43.041778,-71.202193
WQAL-104589,LMP27,12/13/2011,,,,,0.105,,,,,,43.041778,-71.202193
WQAL-42702,LMP27,4/27/2004,,,,,0.058,,,,,,43.041778,-71.202193
WQAL-43160,LMP27,5/18/2004,,,,,0.056,,,,,,43.041778,-71.202193
WQAL-85511,LMP27,2/10/2009,,0.003,,,0.155,,,,,,43.041778,-71.202193
WQAL-67452,LMP27,4/10/2007,,,,,0.131,,,,,,43.041778,-71.202193
WQAL-71278,LMP27,8/21/2007,,,,,0.082,,,,,,43.041778,-71.202193
WQAL-52792,LMP27,8/9/2005,,,,,0.073,,,,,,43.041778,-71.202193
WQAL-97705,LMP27,1/11/2011,,,,,0.124,,,,,,43.041778,-71.202193
WQAL-91247,LMP27,10/13/2009,,,,,0.015,,,,,,43.041778,-71.202193
WQAL-83710,LMP27,8/14/2007,,,,,0.06,,,,,,43.041778,-71.202193
WQAL-72647,LMP27,9/11/2007,,,,,0.131,,,,,,43.041778,-71.202193
WQAL-47335,LMP27,11/16/2004,,,,,0.16,,,,,,43.041778,-71.202193
WQAL-104100,LMP27,11/8/2011,,,,,0.051,,,,,,43.041778,-71.202193
WQAL-108794,LMP27,5/8/2012,,,,,0.032,,,,,,43.041778,-71.202193
WQAL-100746,LMP27,7/12/2011,,,,,0.094,,,,,,43.041778,-71.202193
WQAL-43654,LMP39,7/6/2004,,,,,0.212,,,,,,43.041028,-71.128967
WQAL-96655,LMP39,10/12/2010,,,,,0.019,,,,,,43.041028,-71.128967
WQAL-69504,LMP39,7/10/2007,,,,,0.22,,,,,,43.041028,-71.128967
WQAL-76967,LMP39,5/13/2008,,,,,0.081,,,,,,43.041028,-71.128967
WQAL-28221,LMP39,7/7/2000,,0.004,,,0.151,,,,,,43.041028,-71.128967
WQAL-42554,LMP39,4/19/2004,,0.003,,,0.1,,,,,,43.041028,-71.128967
WQAL-47277,LMP39,11/9/2004,,,,,0.151,,,,,,43.041028,-71.128967
WQAL-45238,LMP39,8/31/2004,,0.004,,,0.104,,,,,,43.041028,-71.128967
WQAL-41815,LMP39,3/2/2004,,0.008,,,0.319,,,,,,43.041028,-71.128967
WQAL-104098,LMP39,11/8/2011,,,,,0.079,,,,,,43.041028,-71.128967
WQAL-98124,LMP39,2/8/2011,,,,,0.1,,,,,,43.041028,-71.128967
WQAL-48937,LMP39,3/15/2005,,0.003,,,0.239,,,,,,43.041028,-71.128967
WQAL-42322,LMP39,4/6/2004,,,,,0.166,,,,,,43.041028,-71.128967
WQAL-74225,LMP39,12/11/2007,,,,,0.041,,,,,,43.041028,-71.128967
WQAL-66809,LMP39,3/13/2007,,,,,0.287,,,,,,43.041028,-71.128967
WQAL-60317,LMP39,5/23/2006,,,,,0.094,,,,,,43.041028,-71.128967
WQAL-97533,LMP39,12/14/2010,,,,,0.1,,,,,,43.041028,-71.128967
WQAL-106689,LMP39,3/13/2012,,,,,0.069,,,,,,43.041028,-71.128967
WQAL-41961,LMP39,3/9/2004,,,,,0.195,,,,,,43.041028,-71.128967
WQAL-26539,LMP39,3/4/2000,,0.003,,,0.121,,,,,,43.041028,-71.128967
WQAL-64348,LMP39,11/14/2006,,,,,0.05,,,,,,43.041028,-71.128967
WQAL-47216,LMP39,11/2/2004,,,,,0.199,,,,,,43.041028,-71.128967
WQAL-26561,LMP39,5/6/2000,,0.004,,,0.079,,,,,,43.041028,-71.128967
WQAL-67862,LMP39,4/18/2007,,,,,0.102,,,,,,43.041028,-71.128967
WQAL-53585,LMP39,9/14/2005,,,,,0.018,,,,,,43.041028,-71.128967
WQAL-41353,LMP39,1/20/2004,,0.011,,,0.367,,,,,,43.041028,-71.128967
WQAL-75542,LMP39,2/12/2008,,,,,0.146,,,,,,43.041028,-71.128967
WQAL-52791,LMP39,8/9/2005,,0.004,,,0.123,,,,,,43.041028,-71.128967
WQAL-42520,LMP39,4/13/2004,,,,,0.216,,,,,,43.041028,-71.128967
WQAL-28255,LMP39,9/11/2000,,0.004,,,0.063,,,,,,43.041028,-71.128967
WQAL-60167,LMP39,5/5/2006,,,,,0.034,,,,,,43.041028,-71.128967
WQAL-78269,LMP39,7/8/2008,,0.004,,,0.11,,,,,,43.041028,-71.128967
WQAL-94278,LMP39,6/8/2010,,,,,0.079,,,,,,43.041028,-71.128967
WQAL-45565,LMP39,9/7/2004,,,,,0.075,,,,,,43.041028,-71.128967
WQAL-42205,LMP39,3/23/2004,,0.003,,,0.233,,,,,,43.041028,-71.128967
WQAL-60437,LMP39,6/14/2006,,,,,0.067,,,,,,43.041028,-71.128967
WQAL-108792,LMP39,5/8/2012,,,,,0.068,,,,,,43.041028,-71.128967
WQAL-47923,LMP39,12/28/2004,,,,,0.151,,,,,,43.041028,-71.128967
WQAL-100744,LMP39,7/12/2011,,,,,0.203,,,,,,43.041028,-71.128967
WQAL-45787,LMP39,9/21/2004,,,,,0.053,,,,,,43.041028,-71.128967
WQAL-41759,LMP39,2/24/2004,,0.004,,,0.308,,,,,,43.041028,-71.128967
WQAL-50615,LMP39,5/10/2005,,,,,0.071,,,,,,43.041028,-71.128967
WQAL-48071,LMP39,1/11/2005,,,,,0.202,,,,,,43.041028,-71.128967
WQAL-42701,LMP39,4/27/2004,,,,,0.119,,,,,,43.041028,-71.128967
WQAL-47111,LMP39,10/26/2004,,,,,0.14,,,,,,43.041028,-71.128967
WQAL-68691,LMP39,6/12/2007,,,,,0.167,,,,,,43.041028,-71.128967
WQAL-91862,LMP39,11/10/2009,,,,,0.101,,,,,,43.041028,-71.128967
WQAL-61871,LMP39,8/8/2006,,,,,0.137,,,,,,43.041028,-71.128967
WQAL-55440,LMP39,12/13/2005,,,,,0.175,,,,,,43.041028,-71.128967
WQAL-112731,LMP39,9/11/2012,,,,,0.113,,,,,,43.041028,-71.128967
WQAL-101417,LMP39,8/9/2011,,,,,0.191,,,,,,43.041028,-71.128967
WQAL-93774,LMP39,4/13/2010,,,,,0.1,,,,,,43.041028,-71.128967
WQAL-45074,LMP39,8/24/2004,,,,,0.138,,,,,,43.041028,-71.128967
WQAL-52169,LMP39,7/12/2005,,,,,0.082,,,,,,43.041028,-71.128967
WQAL-46791,LMP39,10/5/2004,,,,,0.194,,,,,,43.041028,-71.128967
WQAL-44668,LMP39,8/10/2004,,,,,0.068,,,,,,43.041028,-71.128967
WQAL-87123,LMP39,4/14/2009,,,,,0.146,,,,,,43.041028,-71.128967
WQAL-54325,LMP39,10/11/2005,,,,,0.039,,,,,,43.041028,-71.128967
WQAL-43002,LMP39,5/11/2004,,0.004,,,0.08,,,,,,43.041028,-71.128967
WQAL-43481,LMP39,6/22/2004,,,,,0.216,,,,,,43.041028,-71.128967
WQAL-42309,LMP39,4/3/2004,,0.005,,,0.097,,,,,,43.041028,-71.128967
WQAL-102187,LMP39,9/13/2011,,,,,0.071,,,,,,43.041028,-71.128967
WQAL-43553,LMP39,6/29/2004,,,,,0.216,,,,,,43.041028,-71.128967
WQAL-28288,LMP39,11/3/2000,,0.004,,,0.127,,,,,,43.041028,-71.128967
WQAL-47553,LMP39,11/23/2004,,,,,0.206,,,,,,43.041028,-71.128967
WQAL-76296,LMP39,4/8/2008,,,,,0.098,,,,,,43.041028,-71.128967
WQAL-77585,LMP39,6/10/2008,,,,,0.178,,,,,,43.041028,-71.128967
WQAL-91245,LMP39,10/13/2009,,,,,0.089,,,,,,43.041028,-71.128967
WQAL-75986,LMP39,3/11/2008,,,,,0.1,,,,,,43.041028,-71.128967
WQAL-26735,LMP39,6/3/2000,,0.003,,,0.116,,,,,,43.041028,-71.128967
WQAL-83708,LMP39,8/14/2007,,,,,0.049,,,,,,43.041028,-71.128967
WQAL-92322,LMP39,12/8/2009,,,,,0.051,,,,,,43.041028,-71.128967
WQAL-85509,LMP39,2/10/2009,,,,,0.221,,,,,,43.041028,-71.128967
WQAL-47877,LMP39,12/14/2004,,,,,0.072,,,,,,43.041028,-71.128967
WQAL-73832,LMP39,11/12/2007,,,,,0.108,,,,,,43.041028,-71.128967
WQAL-43159,LMP39,5/18/2004,,,,,0.113,,,,,,43.041028,-71.128967
WQAL-99690,LMP39,5/10/2011,,,,,0.08,,,,,,43.041028,-71.128967
WQAL-45653,LMP39,9/14/2004,,,,,0.134,,,,,,43.041028,-71.128967
WQAL-42936,LMP39,5/4/2004,,0.005,,,0.092,,,,,,43.041028,-71.128967
WQAL-26529,LMP39,2/5/2000,,0.003,,,0.225,,,,,,43.041028,-71.128967
WQAL-59164,LMP39,4/11/2006,,0.007,,,0.093,,,,,,43.041028,-71.128967
WQAL-28715,LMP39,2/14/2001,,,,,0.202,,,,,,43.041028,-71.128967
WQAL-43291,LMP39,6/1/2004,,,,,0.072,,,,,,43.041028,-71.128967
WQAL-47984,LMP39,1/4/2005,,,,,0.195,,,,,,43.041028,-71.128967
WQAL-51687,LMP39,6/15/2005,,,,,0.104,,,,,,43.041028,-71.128967
WQAL-41502,LMP39,2/17/2004,,0.004,,,0.323,,,,,,43.041028,-71.128967
WQAL-44341,LMP39,7/20/2004,,,,,0.2,,,,,,43.041028,-71.128967
WQAL-94213,LMP39,5/11/2010,,,,,0.143,,,,,,43.041028,-71.128967
WQAL-103170,LMP39,10/11/2011,,,,,0.062,,,,,,43.041028,-71.128967
WQAL-47068,LMP39,10/19/2004,,,,,0.122,,,,,,43.041028,-71.128967
WQAL-44046,LMP39,7/13/2004,,,,,0.186,,,,,,43.041028,-71.128967
WQAL-54873,LMP39,11/8/2005,,,,,0.129,,,,,,43.041028,-71.128967
WQAL-87987,LMP39,5/12/2009,,,,,0.097,,,,,,43.041028,-71.128967
WQAL-70396,LMP39,7/31/2007,,,,,0.093,,,,,,43.041028,-71.128967
WQAL-88261,LMP39,6/9/2009,,,,,0.142,,,,,,43.041028,-71.128967
WQAL-73334,LMP39,10/9/2007,,0.004,,,0.078,,,,,,43.041028,-71.128967
WQAL-49473,LMP39,3/29/2005,,,,,0.158,,,,,,43.041028,-71.128967
WQAL-47726,LMP39,12/7/2004,,,,,0.086,,,,,,43.041028,-71.128967
WQAL-83727,LMP39,8/14/2007,,,,,0.053,,,,,,43.041028,-71.128967
WQAL-63585,LMP39,10/10/2006,,,,,0.106,,,,,,43.041028,-71.128967
WQAL-84446,LMP39,1/13/2009,,,,,0.2,,,,,,43.041028,-71.128967
WQAL-74783,LMP39,1/8/2008,,,,,0.167,,,,,,43.041028,-71.128967
WQAL-70639,LMP39,8/6/2007,,,,,0.047,,,,,,43.041028,-71.128967
WQAL-28272,LMP39,10/4/2000,,0.004,,,0.112,,,,,,43.041028,-71.128967
WQAL-47567,LMP39,11/30/2004,,0.005,,,0.088,,,,,,43.041028,-71.128967
WQAL-44441,LMP39,7/27/2004,,,,,0.099,,,,,,43.041028,-71.128967
WQAL-47905,LMP39,12/21/2004,,,,,0.18,,,,,,43.041028,-71.128967
WQAL-26550,LMP39,4/1/2000,,0.003,,,0.055,,,,,,43.041028,-71.128967
WQAL-110866,LMP39,7/10/2012,,,,,0.123,,,,,,43.041028,-71.128967
WQAL-42098,LMP39,3/16/2004,,,,,0.222,,,,,,43.041028,-71.128967
WQAL-72375,LMP39,8/27/2007,,,,,0.014,,,,,,43.041028,-71.128967
WQAL-43401,LMP39,6/15/2004,,,,,0.144,,,,,,43.041028,-71.128967
WQAL-93198,LMP39,3/9/2010,,,,,0.152,,,,,,43.041028,-71.128967
WQAL-71105,LMP39,8/14/2007,,,,,0.07,,,,,,43.041028,-71.128967
WQAL-57357,LMP39,2/14/2006,,,,,0.214,,,,,,43.041028,-71.128967
WQAL-46833,LMP39,10/12/2004,,,,,0.128,,,,,,43.041028,-71.128967
WQAL-71276,LMP39,8/21/2007,,,,,0.031,,,,,,43.041028,-71.128967
WQAL-92488,LMP39,1/12/2010,,,,,0.221,,,,,,43.041028,-71.128967
WQAL-42292,LMP39,3/30/2004,,,,,0.144,,,,,,43.041028,-71.128967
WQAL-49951,LMP39,4/18/2005,,,,,0.156,,,,,,43.041028,-71.128967
WQAL-57918,LMP39,3/14/2006,0.009,0.003,,,0.267,,,,,,43.041028,-71.128967
WQAL-44588,LMP39,8/3/2004,,0.006,,,0.12,,,,,,43.041028,-71.128967
WQAL-94867,LMP39,7/13/2010,,,,,0.024,,,,,,43.041028,-71.128967
WQAL-60720,LMP39,7/11/2006,,,,,0.044,,,,,,43.041028,-71.128967
WQAL-72645,LMP39,9/11/2007,,,,,0.019,,,,,,43.041028,-71.128967
WQAL-63005,LMP39,9/12/2006,,,,,0.086,,,,,,43.041028,-71.128967
WQAL-83927,LMP39,12/16/2008,,,,,0.121,,,,,,43.041028,-71.128967
WQAL-89877,LMP39,8/11/2009,,,,,0.135,,,,,,43.041028,-71.128967
WQAL-85804,LMP39,3/10/2009,,,,,0.139,,,,,,43.041028,-71.128967
WQAL-71120,LMP39,8/14/2007,,,,,0.069,,,,,,43.041028,-71.128967
WQAL-46287,LMP39,9/28/2004,,,,,0.12,,,,,,43.041028,-71.128967
WQAL-60244,LMP39,5/16/2006,,0.006,,,0.044,,,,,,43.041028,-71.128967
WQAL-79859,LMP39,8/12/2008,,0.003,,,0.064,,,,,,43.041028,-71.128967
WQAL-41281,LMP39,1/13/2004,,0.012,,,0.275,,,,,,43.041028,-71.128967
WQAL-98492,LMP39,3/8/2011,,,,,0.148,,,,,,43.041028,-71.128967
WQAL-82919,LMP39,11/12/2008,,,,,0.11,,,,,,43.041028,-71.128967
WQAL-105597,LMP39,2/14/2012,,,,,0.161,,,,,,43.041028,-71.128967
WQAL-90643,LMP39,9/8/2009,,0.003,,,0.079,,,,,,43.041028,-71.128967
WQAL-96533,LMP39,9/14/2010,,,,,0.008,,,,,,43.041028,-71.128967
WQAL-45640,LMP39,5/25/2004,,,,,0.069,,,,,,43.041028,-71.128967
WQAL-43328,LMP39,6/8/2004,,,,,0.091,,,,,,43.041028,-71.128967
WQAL-107666,LMP39,4/10/2012,,,,,0.177,,,,,,43.041028,-71.128967
WQAL-71088,LMP39,8/14/2007,,,,,0.059,,,,,,43.041028,-71.128967
WQAL-89096,LMP39,7/14/2009,,,,,0.098,,,,,,43.041028,-71.128967
WQAL-99975,LMP39,6/14/2011,,,,,0.148,,,,,,43.041028,-71.128967
WQAL-66261,LMP39,2/13/2007,,,,,0.331,,,,,,43.041028,-71.128967
WQAL-56746,LMP39,1/10/2006,,0.005,,,0.243,,,,,,43.041028,-71.128967
WQAL-28305,LMP39,12/7/2000,,,,,0.102,,,,,,43.041028,-71.128967
WQAL-67976,LMP39,5/8/2007,,,,,0.127,,,,,,43.041028,-71.128967
WQAL-110029,LMP39,6/12/2012,,,,,0.033,,,,,,43.041028,-71.128967
WQAL-112328,LMP39,8/14/2012,,,,,0.066,,,,,,43.041028,-71.128967
WQAL-83742,LMP39,8/14/2007,,,,,0.047,,,,,,43.041028,-71.128967
WQAL-41477,LMP39,2/10/2004,,0.007,,,0.327,,,,,,43.041028,-71.128967
WQAL-104587,LMP39,12/13/2011,,,,,0.097,,,,,,43.041028,-71.128967
WQAL-48376,LMP39,2/1/2005,,0.008,,,0.239,,,,,,43.041028,-71.128967
WQAL-28240,LMP39,8/8/2000,,0.006,,,0.115,,,,,,43.041028,-71.128967
WQAL-67450,LMP39,4/10/2007,,,,,0.153,,,,,,43.041028,-71.128967
WQAL-47334,LMP39,11/16/2004,,,,,0.155,,,,,,43.041028,-71.128967
WQAL-41389,LMP39,1/27/2004,,0.007,,,0.322,,,,,,43.041028,-71.128967
WQAL-104878,LMP39,1/10/2012,,,,,0.168,,,,,,43.041028,-71.128967
WQAL-81402,LMP39,9/9/2008,,,,,0.017,,,,,,43.041028,-71.128967
WQAL-65541,LMP39,1/9/2007,,,,,0.096,,,,,,43.041028,-71.128967
WQAL-44751,LMP39,8/17/2004,,,,,0.099,,,,,,43.041028,-71.128967
WQAL-97703,LMP39,1/11/2011,,,,,0.168,,,,,,43.041028,-71.128967
WQAL-41414,LMP39,2/3/2004,,0.008,,,0.361,,,,,,43.041028,-71.128967
WQAL-65256,LMP39,12/12/2006,,,,,0.171,,,,,,43.041028,-71.128967
WQAL-98933,LMP39,4/12/2011,,,,,0.074,,,,,,43.041028,-71.128967
WQAL-28322,LMP39,1/7/2001,,0.003,,,0.196,,,,,,43.041028,-71.128967
WQAL-82451,LMP39,10/14/2008,,,,,0.147,,,,,,43.041028,-71.128967
WQAL-97043,LMP39,11/9/2010,,,,,0.031,,,,,,43.041028,-71.128967
WQAL-92946,LMP39,2/9/2010,,,,,0.235,,,,,,43.041028,-71.128967
WQAL-43327,LMP51,6/8/2004,,,,,0.199,,,,,,43.049307,-71.032667
WQAL-82449,LMP51,10/14/2008,,,,,0.202,,,,,,43.049307,-71.032667
WQAL-63583,LMP51,10/10/2006,,,,,0.32,,,,,,43.049307,-71.032667
WQAL-31599,LMP51,11/9/2001,,0.017,,,0.064,,,,,,43.049307,-71.032667
WQAL-56744,LMP51,1/10/2006,,0.006,,,0.234,,,,,,43.049307,-71.032667
WQAL-93772,LMP51,4/13/2010,,,,,0.12,,,,,,43.049307,-71.032667
WQAL-44340,LMP51,7/20/2004,,0.004,,,0.244,,,,,,43.049307,-71.032667
WQAL-103168,LMP51,10/11/2011,,,,,0.077,,,,,,43.049307,-71.032667
WQAL-43552,LMP51,6/29/2004,,0.005,,,0.272,,,,,,43.049307,-71.032667
WQAL-41352,LMP51,1/20/2004,,0.012,,,0.386,,,,,,43.049307,-71.032667
WQAL-68689,LMP51,6/12/2007,,,,,0.175,,,,,,43.049307,-71.032667
WQAL-45652,LMP51,9/14/2004,,0.009,,,0.062,,,,,,43.049307,-71.032667
WQAL-60435,LMP51,6/14/2006,,,,,0.111,,,,,,43.049307,-71.032667
WQAL-97041,LMP51,11/9/2010,,,,,0.06,,,,,,43.049307,-71.032667
WQAL-45639,LMP51,5/25/2004,,,,,0.085,,,,,,43.049307,-71.032667
WQAL-45563,LMP51,9/7/2004,,,,,0.271,,,,,,43.049307,-71.032667
WQAL-85507,LMP51,2/10/2009,,,,,0.249,,,,,,43.049307,-71.032667
WQAL-66259,LMP51,2/13/2007,,,,,0.347,,,,,,43.049307,-71.032667
WQAL-51693,LMP51,6/15/2005,,,,,0.106,,,,,,43.049307,-71.032667
WQAL-71103,LMP51,8/14/2007,,,,,0.286,,,,,,43.049307,-71.032667
WQAL-42519,LMP51,4/13/2004,,,,,0.176,,,,,,43.049307,-71.032667
WQAL-42097,LMP51,3/16/2004,,,,,0.244,,,,,,43.049307,-71.032667
WQAL-47109,LMP51,10/26/2004,,,,,0.206,,,,,,43.049307,-71.032667
WQAL-52168,LMP51,7/12/2005,,0.004,,,0.141,,,,,,43.049307,-71.032667
WQAL-73830,LMP51,11/12/2007,,,,,0.097,,,,,,43.049307,-71.032667
WQAL-47982,LMP51,1/4/2005,,,,,0.202,,,,,,43.049307,-71.032667
WQAL-89875,LMP51,8/11/2009,,,,,0.191,,,,,,43.049307,-71.032667
WQAL-71274,LMP51,8/21/2007,,,,,0.52,,,,,,43.049307,-71.032667
WQAL-28254,LMP51,9/11/2000,,0.003,,,0.043,,,,,,43.049307,-71.032667
WQAL-72373,LMP51,8/27/2007,,,,,0.158,,,,,,43.049307,-71.032667
WQAL-49950,LMP51,4/19/2005,,,,,0.175,,,,,,43.049307,-71.032667
WQAL-72414,LMP51,9/4/2007,,,,,0.629,,,,,,43.049307,-71.032667
WQAL-41501,LMP51,2/17/2004,,0.004,,,0.531,,,,,,43.049307,-71.032667
WQAL-54889,LMP51,11/8/2005,,,,,0.134,,,,,,43.049307,-71.032667
WQAL-92661,LMP51,1/26/2010,,,,,0.13,,,,,,43.049307,-71.032667
WQAL-112326,LMP51,8/14/2012,,,,,0.084,,,,,,43.049307,-71.032667
WQAL-41280,LMP51,1/13/2004,,0.007,,,0.302,,,,,,43.049307,-71.032667
WQAL-91860,LMP51,11/10/2009,,,,,0.049,,,,,,43.049307,-71.032667
WQAL-41413,LMP51,2/3/2004,,0.013,,,0.523,,,,,,43.049307,-71.032667
WQAL-41758,LMP51,2/24/2004,,,,,0.495,,,,,,43.049307,-71.032667
WQAL-67448,LMP51,4/10/2007,,0.003,,,0.18,,,,,,43.049307,-71.032667
WQAL-42321,LMP51,4/6/2004,,0.003,,,0.15,,,,,,43.049307,-71.032667
WQAL-77583,LMP51,6/10/2008,,,,,0.261,,,,,,43.049307,-71.032667
WQAL-44750,LMP51,8/17/2004,,,,,0.244,,,,,,43.049307,-71.032667
WQAL-60315,LMP51,5/23/2006,,,,,0.117,,,,,,43.049307,-71.032667
WQAL-70637,LMP51,8/6/2007,,,,,0.333,,,,,,43.049307,-71.032667
WQAL-75984,LMP51,3/11/2008,,,,,0.196,,,,,,43.049307,-71.032667
WQAL-99688,LMP51,5/10/2011,,,,,0.055,,,,,,43.049307,-71.032667
WQAL-47565,LMP51,11/30/2004,,0.003,,,0.127,,,,,,43.049307,-71.032667
WQAL-31587,LMP51,9/14/2001,,,,,0.177,,,,,,43.049307,-71.032667
WQAL-31604,LMP51,11/21/2001,,0.014,,,0.068,,,,,,43.049307,-71.032667
WQAL-42700,LMP51,4/27/2004,,0.003,,,0.127,,,,,,43.049307,-71.032667
WQAL-63003,LMP51,9/12/2006,,,,,0.383,,,,,,43.049307,-71.032667
WQAL-26528,LMP51,2/5/2000,,0.01,,,0.209,,,,,,43.049307,-71.032667
WQAL-48935,LMP51,3/15/2005,,,,,0.245,,,,,,43.049307,-71.032667
WQAL-44666,LMP51,8/10/2004,,,,,0.299,,,,,,43.049307,-71.032667
WQAL-65539,LMP51,1/9/2007,,,,,0.115,,,,,,43.049307,-71.032667
WQAL-47551,LMP51,11/23/2004,,,,,0.166,,,,,,43.049307,-71.032667
WQAL-74781,LMP51,1/8/2008,,,,,0.164,,,,,,43.049307,-71.032667
WQAL-28714,LMP51,2/14/2001,,0.01,,,0.214,,,,,,43.049307,-71.032667
WQAL-84444,LMP51,1/13/2009,,,,,0.202,,,,,,43.049307,-71.032667
WQAL-87985,LMP51,5/12/2009,,,,,0.105,,,,,,43.049307,-71.032667
WQAL-67974,LMP51,5/8/2007,,,,,0.185,,,,,,43.049307,-71.032667
WQAL-47724,LMP51,12/7/2004,,,,,0.104,,,,,,43.049307,-71.032667
WQAL-41476,LMP51,2/10/2004,,,,,0.413,,,,,,43.049307,-71.032667
WQAL-92320,LMP51,12/8/2009,,,,,0.075,,,,,,43.049307,-71.032667
WQAL-44440,LMP51,7/27/2004,,,,,0.111,,,,,,43.049307,-71.032667
WQAL-26734,LMP51,6/3/2000,,0.005,,,0.127,,,,,,43.049307,-71.032667
WQAL-48375,LMP51,2/1/2005,,0.006,,,0.264,,,,,,43.049307,-71.032667
WQAL-43158,LMP51,5/18/2004,,0.004,,,0.126,,,,,,43.049307,-71.032667
WQAL-43290,LMP51,6/1/2004,,0.003,,,0.078,,,,,,43.049307,-71.032667
WQAL-95360,LMP51,8/10/2010,,,,,0.334,,,,,,43.049307,-71.032667
WQAL-42204,LMP51,3/23/2004,,,,,0.193,,,,,,43.049307,-71.032667
WQAL-57355,LMP51,2/14/2006,,,,,0.227,,,,,,43.049307,-71.032667
WQAL-104096,LMP51,11/8/2011,,,,,0.086,,,,,,43.049307,-71.032667
WQAL-78267,LMP51,7/8/2008,,0.003,,,0.215,,,,,,43.049307,-71.032667
WQAL-26560,LMP51,5/6/2000,,0.007,,,0.082,,,,,,43.049307,-71.032667
WQAL-42291,LMP51,3/30/2004,,,,,0.163,,,,,,43.049307,-71.032667
WQAL-45236,LMP51,8/31/2004,,,,,0.156,,,,,,43.049307,-71.032667
WQAL-26538,LMP51,3/4/2000,,0.004,,,0.127,,,,,,43.049307,-71.032667
WQAL-44587,LMP51,8/3/2004,,,,,0.146,,,,,,43.049307,-71.032667
WQAL-28321,LMP51,1/7/2001,,0.01,,,0.178,,,,,,43.049307,-71.032667
WQAL-28220,LMP51,7/7/2000,,0.027,,,0.369,,,,,,43.049307,-71.032667
WQAL-47214,LMP51,11/2/2004,,,,,0.212,,,,,,43.049307,-71.032667
WQAL-94276,LMP51,6/8/2010,,,,,0.226,,,,,,43.049307,-71.032667
WQAL-101415,LMP51,8/9/2011,,,,,0.11,,,,,,43.049307,-71.032667
WQAL-41814,LMP51,3/2/2004,,0.009,,,0.37,,,,,,43.049307,-71.032667
WQAL-82917,LMP51,11/12/2008,,,,,0.112,,,,,,43.049307,-71.032667
WQAL-65254,LMP51,12/12/2006,,,,,0.169,,,,,,43.049307,-71.032667
WQAL-28239,LMP51,8/8/2000,,0.008,,,0.112,,,,,,43.049307,-71.032667
WQAL-47275,LMP51,11/9/2004,,,,,0.163,,,,,,43.049307,-71.032667
WQAL-98122,LMP51,2/8/2011,,,,,0.23,,,,,,43.049307,-71.032667
WQAL-79857,LMP51,8/12/2008,,,,,0.065,,,,,,43.049307,-71.032667
WQAL-75540,LMP51,2/12/2008,,,,,0.234,,,,,,43.049307,-71.032667
